12:29:09.880 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:Susan Zachary
12:29:09.881 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:Susan Zachary
12:29:09.881 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:AssignedTo Value
12:29:10.995 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:+91
12:29:10.995 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:+91
12:29:10.995 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number Prefix
12:29:12.125 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:9840010883
12:29:12.125 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:9840010883
12:29:12.127 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
12:29:13.245 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:Marilyn@rsoft.in
12:29:13.245 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:Marilyn@rsoft.in
12:29:13.245 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:Email
12:29:14.363 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:Welcome to Automation World...!
12:29:14.363 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:Welcome to Automation World...!
12:29:14.363 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:Text
12:29:15.476 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:one
12:29:15.476 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:one
12:29:15.476 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:MultiSelect
12:29:16.589 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Actual:Andhra Pradesh
12:29:16.590 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Expected:Andhra Pradesh
12:29:16.590 [TestNG-tests-1] INFO  utilities.UtilityCustomFunctions - Message:MultiChoice State
